datetime,signal,price,hma,atr_stop,is_chop,source,entry_time_blocked
2026-06-23 09:15:00+05:30,SELL,57831.3,57889.01119047619,57989.5560780758,False,INDICATOR,False
2026-06-24 09:15:00+05:30,BUY,57368.55,57131.899952380954,57087.83199985935,False,INDICATOR,False
2026-06-25 12:25:00+05:30,SELL,58533.25,58684.456357142844,58705.92051545171,False,INDICATOR,False
